Discover Financial Services,DFS,1.500,1.300,1.160,1.080,0.920,0.740,,0.400,0.200,,0.080,0.120,0.240,0.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.800,15.4,12.1,7.4,17.4,24.3,85.0,100.0,150.0,-33.3,-50.0,300.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,57.1,99.4
Dolby Laboratories Inc,DLB,0.670,0.58,0.5,0.42,0.1,0.000,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.270,15.5,16.0,19.0,320.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,92.6,151.6
Dominion Energy Inc.,D,3.340,3.035,2.800,2.590,2.400,2.250,,2.110,1.970,,1.830,1.750,1.580,1.460,1.380,1.340,1.300,1.290,1.290,1.290,1.290,1.290,37.585,10.0,8.4,8.1,7.9,6.7,6.6,7.1,7.7,4.6,10.8,8.2,5.8,3.0,3.1,0.8,0.0,0.0,0.0,0.0,5.2,3.7
Domino's Pizza Inc.,DPZ,2.200,1.840,1.520,1.240,1.000,0.800,,0.000,0.000,,0.000,0.000,0.000,0.000,0.480,0.400,0.065,0.000,0.000,0.000,0.000,0.000,9.545,19.6,21.1,22.6,24.0,25.0,n/a,n/a,n/a,n/a,n/a,n/a,-100.0,20.0,515.4,n/a,n/a,n/a,n/a,n/a,68.4,185.6
Domtar Corp.,UFS,1.740,1.660,1.630,1.575,1.300,1.050,,0.850,0.650,,0.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.830,4.8,1.8,3.5,21.2,23.8,23.5,30.8,73.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,22.8,23.2
Donaldson Company,DCI,0.750,0.710,0.695,0.670,0.635,0.500,,0.350,0.290,,0.248,0.230,0.223,0.190,0.170,0.140,0.113,0.093,0.083,0.075,0.071,0.063,6.296,5.6,2.2,3.7,5.5,27.0,42.9,20.7,17.2,7.6,3.4,17.1,11.8,21.4,24.4,21.6,12.1,10.0,5.3,14.0,14.4,10.3
Donegal Group Inc. A,DGICA,0.568,0.558,0.548,0.537,0.522,0.505,,0.488,0.475,,0.458,0.443,0.405,0.353,0.323,0.293,0.264,0.124,0.000,0.000,0.000,0.000,6.859,1.8,1.8,2.1,2.8,3.4,3.6,2.6,3.8,3.4,9.3,14.9,9.3,10.3,10.6,113.6,n/a,n/a,n/a,n/a,12.9,28.2
Donegal Group Inc. B,DGICB,0.498,0.488,0.478,0.469,0.463,0.455,,0.438,0.425,,0.408,0.393,0.355,0.303,0.274,0.250,0.233,0.219,0.203,0.203,0.203,0.200,6.953,2.1,2.1,1.9,1.2,1.8,4.0,2.9,4.3,3.8,10.6,17.4,10.5,9.4,7.2,6.4,8.3,0.0,0.0,1.4,5.0,4.6
Douglas Dynamics Inc.,PLOW,1.060,0.960,0.940,0.890,0.870,0.835,,0.823,0.805,,0.383,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.565,10.4,2.1,5.6,2.3,4.2,1.5,2.2,110.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17.4,37.7
Douglas Emmett Inc.,DEI,1.000,0.920,0.880,0.840,0.800,0.720,,0.580,0.460,,0.400,0.488,0.738,0.645,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.470,8.7,4.5,4.8,5.0,11.1,24.1,26.1,15.0,-17.9,-33.9,14.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.6,17.6
Dover Corp.,DOV,1.900,1.820,1.720,1.640,1.550,1.211,,1.111,0.986,,0.894,0.852,0.752,0.643,0.593,0.551,0.510,0.476,0.451,0.434,0.401,0.368,18.862,4.4,5.8,4.9,5.8,28.0,9.0,12.7,10.3,4.9,13.3,16.9,8.5,7.6,8.2,7.0,5.6,3.8,8.3,9.1,9.2,5.7
DTE Energy Company,DTE,3.528,3.300,3.080,2.800,2.655,2.550,,2.383,2.295,,2.150,2.120,2.120,2.120,2.060,2.060,2.060,2.060,2.060,2.060,2.060,2.060,47.581,6.9,7.1,10.0,5.5,4.1,7.0,3.8,6.7,1.4,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,3.4
Duke Energy Corp.,DUK,3.636,3.490,3.360,3.240,3.150,3.090,,3.030,2.970,,2.910,2.820,2.700,2.580,2.197,2.040,1.918,1.918,1.918,1.918,1.918,1.918,52.718,4.2,3.9,3.7,2.9,1.9,2.0,2.0,2.1,3.2,4.4,4.7,17.5,7.7,6.4,0.0,0.0,0.0,0.0,0.0,3.5,4.0
Dunkin' Brands Group Inc.,DNKN,1.390,1.290,1.200,1.060,0.920,0.760,,0.600,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.220,7.8,7.5,13.2,15.2,21.1,26.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15.2,7.5
Eagle Bancorp Montana Inc.,EBMT,0.365,0.340,0.315,0.305,0.295,0.289,,0.285,0.283,,0.277,0.271,0.261,0.242,0.221,0.200,0.179,0.153,0.121,0.089,0.037,0.000,4.527,7.4,7.9,3.3,3.4,2.2,1.3,0.9,2.1,2.1,4.0,7.6,9.6,10.5,11.7,17.3,26.1,35.3,142.9,n/a,16.4,32.9
Eagle Financial Services,EFSI,0.940,0.880,0.820,0.800,0.770,0.760,,0.730,0.720,,0.690,0.680,0.670,0.640,0.600,0.500,0.415,0.375,0.320,0.275,0.230,0.190,12.005,6.8,7.3,2.5,3.9,1.3,4.1,1.4,4.3,1.5,1.5,4.7,6.7,20.0,20.5,10.7,17.2,16.4,19.6,21.1,9.0,7.5
EastGroup Properties Inc.,EGP,2.640,2.520,2.440,2.340,2.220,2.140,,2.100,2.080,,2.080,2.080,2.080,2.000,1.960,1.940,1.920,1.900,1.880,1.800,1.580,1.480,41.180,4.8,3.3,4.3,5.4,3.7,1.9,1.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,1.1,1.1,4.4,13.9,6.8,3.1,3.3
Eastman Chemical Co.,EMN,2.240,2.040,1.840,1.600,1.400,1.200,,1.040,0.965,,0.880,0.880,0.880,0.880,0.880,0.880,0.880,0.880,0.880,0.880,0.880,0.880,22.885,9.8,10.9,15.0,14.3,16.7,15.4,7.8,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,6.6
Eaton Corp. plc,ETN,2.640,2.400,2.280,2.200,1.960,1.680,,1.520,1.360,,1.080,1.000,1.000,0.860,0.740,0.620,0.540,0.460,0.440,0.425,0.382,0.382,23.969,10.0,5.3,3.6,12.2,16.7,10.5,11.8,25.9,8.0,0.0,16.3,16.2,19.4,14.8,17.4,4.5,3.4,11.4,0.0,10.9,7.0
Eaton Vance Corp.,EV,1.280,1.150,1.075,1.015,0.910,0.820,,0.780,0.730,,0.660,0.625,0.605,0.510,0.420,0.340,0.275,0.200,0.150,0.127,0.101,0.080,11.852,11.3,7.0,5.9,11.5,11.0,5.1,6.8,10.6,5.6,3.3,18.6,21.4,23.5,23.6,37.5,33.8,18.2,24.9,26.6,16.1,10.2
Ecolab Inc.,ECL,1.640,1.480,1.400,1.320,1.100,0.920,#,0.800,0.700,,0.620,0.560,0.520,0.460,0.400,0.350,0.320,0.290,0.270,0.260,0.240,0.210,13.860,10.8,5.7,6.1,20.0,19.6,15.0,14.3,12.9,10.7,7.7,13.0,15.0,14.3,9.4,10.3,7.4,3.8,8.3,14.3,11.5,4.5
Edison International,EIX,2.420,2.170,1.920,1.670,1.420,1.350,,1.300,1.280,,1.260,1.240,1.220,1.160,1.080,1.000,0.800,0.000,0.000,0.000,1.110,1.070,23.470,11.5,13.0,15.0,17.6,5.2,3.8,1.6,1.6,1.6,1.6,5.2,7.4,8.0,25.0,n/a,n/a,n/a,-100.0,3.7,1.4,27.9
El Paso Electric Co.,EE,1.415,1.315,1.225,1.165,1.105,1.045,,0.970,0.660,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.900,7.6,7.3,5.2,5.4,5.7,7.7,47.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12.3,15.3
EMC Insurance Group Inc.,EMCI,0.890,0.850,0.780,0.693,0.627,0.573,,0.540,0.513,,0.487,0.480,0.480,0.460,0.433,0.407,0.400,0.400,0.400,0.400,0.400,0.400,10.613,4.7,9.0,12.5,10.6,9.3,6.2,5.2,5.5,1.4,0.0,4.3,6.2,6.6,1.7,0.0,0.0,0.0,0.0,0.0,4.4,4.0
Emclaire Financial Corp.,EMCF,1.120,1.080,1.040,0.960,0.880,0.800,,0.720,0.640,,0.560,0.740,1.300,1.190,1.100,1.020,0.940,0.860,0.700,0.000,0.000,0.000,15.650,3.7,3.8,8.3,9.1,10.0,11.1,12.5,14.3,-24.3,-43.1,9.2,8.2,7.8,8.5,9.3,22.9,n/a,n/a,n/a,4.5,15.9
Emerson Electric,EMR,1.945,1.925,1.905,1.885,1.760,1.660,,1.610,1.435,,1.350,1.325,1.230,1.088,0.930,0.845,0.808,0.790,0.779,0.769,0.729,0.667,25.432,1.0,1.0,1.1,7.1,6.0,3.1,12.2,6.3,1.9,7.7,13.1,16.9,10.1,4.6,2.3,1.4,1.3,5.5,9.3,5.9,4.7
Enbridge Inc.,ENB,2.074,1.862,1.591,1.470,1.268,1.236,,1.131,0.990,,0.824,0.651,0.625,0.579,0.511,0.472,0.458,0.415,0.380,0.350,0.323,0.299,17.508,11.4,17.1,8.3,15.9,2.6,9.3,14.2,20.1,26.6,4.2,7.9,13.3,8.4,2.9,10.4,9.2,8.6,8.4,8.1,10.9,5.9
Encompass Health Corp.,EHC,1.040,0.970,0.930,0.850,0.750,0.180,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.720,7.2,4.3,9.4,13.3,316.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,70.2,137.8
Energy Transfer LP,ET,1.220,1.150,1.140,1.020,0.750,0.652,,0.625,0.588,,0.540,0.526,0.488,0.365,0.152,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.215,6.1,0.9,11.8,36.1,15.0,4.3,6.4,8.8,2.6,7.9,33.7,139.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,22.8,38.5
Ensign Group Inc.,ENSG,0.183,0.170,0.160,0.150,0.108,0.074,,0.068,0.062,,0.057,0.051,0.045,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.127,7.4,6.3,6.7,38.6,47.0,8.3,9.1,10.0,11.1,12.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15.7,14.6
Enterprise Bancorp Inc.,EBTC,0.580,0.540,0.520,0.500,0.480,0.460,,0.440,0.420,,0.400,0.380,0.360,0.320,0.280,0.240,0.215,0.190,0.165,0.144,0.125,0.105,6.864,7.4,3.8,4.0,4.2,4.3,4.5,4.8,5.0,5.3,5.6,12.5,14.3,16.7,11.6,13.2,15.2,14.7,15.0,19.0,9.5,5.3
Enterprise Products Partners LP,EPD,1.716,1.668,1.590,1.510,1.430,1.350,,1.266,1.203,,1.143,1.083,1.023,0.958,0.898,0.830,0.756,0.721,0.664,0.578,0.513,0.463,21.359,2.9,4.9,5.3,5.6,5.9,6.6,5.3,5.3,5.5,5.9,6.8,6.7,8.1,9.8,4.9,8.7,14.8,12.8,10.8,7.2,3.0
Entravision Communications Corp.,EVC,0.200,0.163,0.125,0.106,0.100,0.025,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.719,23.1,30.0,17.6,6.3,300.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,75.4,125.9
EPR Properties,EPR,4.300,4.080,3.823,3.613,3.398,3.120,,2.950,2.750,,2.600,2.790,3.280,2.968,2.688,2.438,2.188,1.975,1.875,1.790,1.740,1.660,56.023,5.4,6.7,5.8,6.3,8.9,5.8,7.3,5.8,-6.8,-14.9,10.5,10.4,10.3,11.4,10.8,5.3,4.7,2.9,4.8,5.3,6.4
EQT Midstream Partners LP,EQM,4.295,3.655,3.050,2.505,2.020,1.550,,0.350,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.425,17.5,19.8,21.8,24.0,30.3,342.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,76.0,130.8
Equity LifeStyle Properties,ELS,2.138,1.888,1.650,1.450,1.225,0.969,,0.844,0.713,,0.600,0.500,0.375,0.263,0.125,0.044,0.019,0.980,0.935,0.875,0.811,0.759,17.161,13.3,14.4,13.8,18.4,26.5,14.8,18.4,18.8,20.0,33.3,42.9,110.0,185.7,133.3,-98.1,4.8,6.9,7.9,6.9,31.1,58.5
Erie Indemnity Company,ERIE,3.360,3.130,2.920,2.724,2.540,2.370,#,2.210,2.060,,1.920,1.800,1.760,1.600,1.440,1.300,0.860,0.760,0.680,0.610,0.540,0.480,35.064,7.3,7.2,7.2,7.2,7.2,7.2,7.3,7.3,6.7,2.3,10.0,11.1,10.8,51.2,13.2,11.8,11.5,13.0,12.5,11.1,10.1
Escalade Inc.,ESCA,0.500,0.460,0.440,0.430,0.380,0.340,#,0.310,0.250,,0.100,0.000,0.250,0.220,0.200,0.150,0.240,0.000,0.000,0.000,0.000,0.167,4.437,8.7,4.5,2.3,13.2,11.8,9.7,24.0,150.0,n/a,-100.0,13.6,10.0,33.3,-37.5,n/a,n/a,n/a,n/a,-100.0,3.1,59.6
Essex Property Trust,ESS,7.330,6.850,6.240,5.620,5.020,4.730,,4.340,4.153,,4.128,4.110,3.990,3.630,3.330,3.220,3.150,3.110,3.010,2.790,2.320,2.100,83.170,7.0,9.8,11.0,12.0,6.1,9.0,4.5,0.6,0.4,3.0,9.9,9.0,3.4,2.2,1.3,3.3,7.9,20.3,10.5,6.9,5.0
Estee Lauder Companies Inc.,EL,1.570,1.400,1.240,1.020,0.840,0.740,,0.720,0.525,,0.375,0.275,0.275,0.275,0.250,0.200,0.350,0.100,0.075,0.100,0.100,0.093,10.523,12.1,12.9,21.6,21.4,13.5,2.8,37.1,40.0,36.4,0.0,0.0,10.0,25.0,-42.9,250.0,33.3,-25.0,0.0,8.1,24.0,58.5
Evans Bancorp Inc.,EVBN,0.920,0.800,0.760,0.720,0.650,0.500,,0.440,0.400,,0.400,0.610,0.780,0.710,0.680,0.648,0.608,0.570,0.255,0.000,0.000,0.000,10.451,15.0,5.3,5.6,10.8,30.0,13.6,10.0,0.0,-34.4,-21.8,9.9,4.4,5.0,6.6,6.6,123.5,n/a,n/a,n/a,11.9,33.1
Evercore Partners Inc.,EVR,1.900,1.420,1.270,1.150,1.030,0.910,,0.820,0.740,,0.630,0.510,0.480,0.410,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.270,33.8,11.8,10.4,11.7,13.2,11.0,10.8,17.5,23.5,6.3,17.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15.2,7.7
Everest Reinsurance Group Ltd.,RE,5.300,5.050,4.700,4.000,3.200,2.190,,1.920,1.920,,1.920,1.920,1.920,1.920,0.600,0.440,0.400,0.360,0.320,0.280,0.240,0.240,38.840,5.0,7.4,17.5,25.0,46.1,14.1,0.0,0.0,0.0,0.0,0.0,220.0,36.4,10.0,11.1,12.5,14.3,16.7,0.0,22.9,49.4
Evergy Inc,EVRG,1.735,1.58,1.5,1.43,1.39,1.36,,1.31,1.27,,1.23,1.19,1.14,1.06,1,0.92,0.76,0.87,1.2,1.2,1.435,2.14,25.720,9.8,5.3,4.9,2.9,2.2,3.8,3.1,3.3,3.4,4.4,7.5,6.0,8.7,21.1,-12.6,-27.5,0.0,-16.4,-32.9,-0.2,13.1
Eversource Energy,ES,2.020,1.900,1.780,1.670,1.570,1.470,,1.323,1.100,,1.025,0.950,0.825,0.775,0.725,0.675,0.625,0.575,0.525,0.450,0.400,0.100,20.483,6.3,6.7,6.6,6.4,6.8,11.1,20.3,7.3,7.9,15.2,6.5,6.9,7.4,8.0,8.7,9.5,16.7,12.5,300.0,24.8,66.8
Exchange Bank (Santa Rosa CA),EXSR,3.850,3.400,2.850,2.200,1.550,1.100,,0.500,0.000,,0.000,0.000,2.000,4.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.450,13.2,19.3,29.5,41.9,40.9,120.0,n/a,n/a,n/a,-100.0,-50.0,300.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,46.1,113.3
Expedia Inc.,EXPE,1.240,1.160,1.000,0.840,0.660,0.560,,0.440,0.280,,0.280,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.460,6.9,16.0,19.0,27.3,17.9,27.3,57.1,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,21.4,17.2
Expeditors International,EXPD,0.900,0.840,0.800,0.720,0.640,0.600,,0.560,0.500,,0.400,0.380,0.320,0.280,0.220,0.150,0.110,0.080,0.060,0.050,0.035,0.013,7.658,7.1,5.0,11.1,12.5,6.7,7.1,12.0,25.0,5.3,18.8,14.3,27.3,46.7,36.4,37.5,33.3,20.0,42.9,180.0,28.9,39.0
Exponent Inc.,EXPO,0.520,0.420,0.360,0.300,0.250,0.150,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,23.8,16.7,20.0,20.0,66.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,29.4,21.0
Extended Stay America Inc.,STAY,0.870,0.820,0.740,0.660,0.530,0.000,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.620,6.1,10.8,12.1,24.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13.4,7.9
Extra Space Storage Inc.,EXR,3.360,3.120,2.930,2.240,1.810,1.450,,0.790,0.560,,0.400,0.380,1.000,0.933,0.910,0.910,0.339,0.000,0.000,0.000,0.000,0.000,21.131,7.7,6.5,30.8,23.8,24.8,83.5,41.1,40.0,5.3,-62.0,7.2,2.5,0.0,168.6,n/a,n/a,n/a,n/a,n/a,27.1,51.6
ExxonMobil Corp.,XOM,3.230,3.060,2.980,2.880,2.700,2.460,,2.180,1.850,,1.740,1.660,1.550,1.370,1.280,1.140,1.060,0.980,0.920,0.910,0.880,0.835,35.665,5.6,2.7,3.5,6.7,9.8,12.8,17.8,6.3,4.8,7.1,13.1,7.0,12.3,7.5,8.2,6.5,1.1,3.4,5.4,7.5,4.2
F&M Bank Corp.,FMBM,1.000,0.910,0.780,0.740,0.700,0.660,,0.640,0.600,,0.600,0.610,0.670,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.910,9.9,16.7,5.4,5.7,6.1,3.1,6.7,0.0,-1.6,-9.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.3,6.9
Factset Research System Inc.,FDS,2.480,2.180,1.940,1.710,1.520,1.360,,1.200,1.040,,0.890,0.780,0.660,0.420,0.230,0.200,0.180,0.153,0.127,0.100,0.070,0.067,17.307,13.8,12.4,13.5,12.5,11.8,13.3,15.4,16.9,14.1,18.2,57.1,82.6,15.0,11.1,17.4,21.0,26.7,42.9,5.0,22.1,19.0
Farmers & Merchants Bancorp,FMCB,13.900,13.550,13.050,12.800,12.600,12.400,,12.000,11.650,,11.250,10.900,10.200,9.150,8.250,7.600,6.900,6.100,5.500,5.350,5.100,4.900,193.150,2.6,3.8,2.0,1.6,1.6,3.3,3.0,3.6,3.2,6.9,11.5,10.9,8.6,10.1,13.1,10.9,2.8,4.9,4.1,5.7,3.9
Farmers and Merchants Bancorp,FMAO,0.540,0.485,0.450,0.430,0.420,0.400,,0.385,0.380,,0.360,0.360,0.330,0.315,0.294,0.238,0.000,0.063,0.113,0.175,0.088,0.100,5.924,11.3,7.8,4.7,2.4,5.0,3.9,1.3,5.6,0.0,9.1,4.8,7.2,23.7,n/a,-100.0,-44.4,-35.7,100.0,-12.5,-0.3,37.9
Farmers Bankshares Inc.,FBVA,0.410,0.400,0.320,0.182,0.120,0.110,,0.104,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.646,2.5,25.0,75.8,51.7,9.1,5.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,28.3,29.5
Fastenal Company,FAST,1.540,1.280,1.200,1.120,1.000,0.800,,0.740,0.525,,0.420,0.360,0.260,0.220,0.200,0.155,0.100,0.053,0.013,0.011,0.010,0.001,10.008,20.3,6.7,7.1,12.0,25.0,8.1,41.0,25.0,16.7,38.5,18.2,10.0,29.0,55.0,90.5,320.0,10.6,13.0,669.2,74.5,160.4
FBL Financial Group Inc.,FFG,1.840,1.760,1.680,1.600,1.400,0.520,,0.400,0.288,,0.250,0.308,0.500,0.480,0.460,0.420,0.400,0.400,0.400,0.400,0.360,0.330,14.195,4.5,4.8,5.0,14.3,169.2,30.0,39.1,15.0,-18.7,-38.5,4.2,4.3,9.5,5.0,0.0,0.0,0.0,11.1,9.1,14.1,40.8
Federal Agricultural Mortgage Corp.,AGM,2.320,1.440,1.040,0.640,0.560,0.480,,0.400,0.200,,0.200,0.200,0.400,0.400,0.400,0.400,0.100,0.000,0.000,0.000,0.000,0.000,9.180,61.1,38.5,62.5,14.3,16.7,20.0,100.0,0.0,0.0,-50.0,0.0,0.0,0.0,300.0,n/a,n/a,n/a,n/a,n/a,40.2,83.1
Federal Realty Inv. Trust,FRT,4.020,3.940,3.800,3.550,3.210,2.970,,2.800,2.700,,2.650,2.610,2.480,2.335,2.240,2.120,1.975,1.945,1.925,1.890,1.820,1.770,52.750,2.0,3.7,7.0,10.6,8.1,6.1,3.7,1.9,1.5,5.2,6.2,4.2,5.7,7.3,1.5,1.0,1.9,3.8,2.8,4.4,2.6
FedEx Corp.,FDX,2.300,1.800,1.300,0.900,0.700,0.580,,0.540,0.510,,0.470,0.440,0.430,0.390,0.350,0.310,0.270,0.210,0.150,0.000,0.000,0.000,11.650,27.8,38.5,44.4,28.6,20.7,7.4,5.9,8.5,6.8,2.3,10.3,11.4,12.9,14.8,28.6,40.0,n/a,n/a,n/a,19.3,13.6
Fidelity National Financial Inc.,FNF,1.200,0.802,0.692,0.629,0.524,0.427,,0.375,0.310,,0.446,0.388,0.679,0.776,0.757,0.162,0.000,0.000,0.000,0.000,0.000,0.000,8.168,49.6,15.9,10.0,20.1,22.7,13.8,20.8,-30.3,14.8,-42.9,-12.5,2.6,368.0,n/a,n/a,n/a,n/a,n/a,n/a,34.8,102.9
Fifth Third Bancorp,FITB,0.680,0.6,0.53,0.52,0.51,0.47,,0.36,0.28,,0.04,0.04,0.75,1.7,1.58,1.46,1.31,1.13,0.98,0.83,0.87,0.32,14.960,13.3,13.2,1.9,2.0,8.5,30.6,28.6,600.0,0.0,-94.7,-55.9,7.6,8.2,11.5,15.9,15.3,18.1,-4.6,171.9,41.7,143.7
Financial Institutions Inc.,FISI,0.940,0.85,0.81,0.8,0.77,0.74,,0.57,0.47,,0.4,0.4,0.54,0.46,0.34,0.4,0.64,0.64,0.58,0.48,0.42,0.16,11.410,10.6,4.9,1.3,3.9,4.1,29.8,21.3,17.5,0.0,-25.9,17.4,35.3,-15.0,-37.5,0.0,10.3,20.8,14.3,162.5,14.5,40.0
First American Financial Corp.,FAF,1.600,1.440,1.200,1.000,0.840,0.480,,0.300,0.240,,0.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.220,11.1,20.0,20.0,19.0,75.0,60.0,25.0,100.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,41.3,32.8
First Bancorp Inc.,FNLC,1.060,0.940,0.897,0.857,0.817,0.777,,0.777,0.777,,0.777,0.777,0.747,0.668,0.618,0.508,0.427,0.368,0.312,0.199,0.219,0.166,12.689,12.8,4.8,4.6,4.9,5.1,0.0,0.0,0.0,0.0,4.0,11.9,8.0,21.6,19.1,15.9,18.0,56.7,-9.1,32.0,11.1,14.7
First Busey Corp.,BUSE,0.800,0.720,0.680,0.620,0.570,0.480,,0.480,0.480,,0.480,1.200,2.400,2.160,1.920,1.680,1.530,1.360,1.200,1.040,0.960,0.820,21.580,11.1,5.9,9.7,8.8,18.8,0.0,0.0,0.0,-60.0,-50.0,11.1,12.5,14.3,9.8,12.5,13.3,15.4,8.3,17.1,3.1,21.2
First Business Financial Services Inc.,FBIZ,0.560,0.520,0.480,0.440,0.420,0.280,,0.140,0.140,,0.140,0.140,0.138,0.128,0.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.645,7.7,8.3,9.1,4.8,50.0,100.0,0.0,0.0,0.0,1.8,7.8,6.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16.3,29.6
First Community Bancshares Inc.,FCBC,0.780,0.680,0.600,0.540,0.500,0.480,,0.430,0.400,,0.400,0.300,1.120,1.080,1.040,1.020,1.000,1.000,1.000,0.920,0.910,0.930,15.130,14.7,13.3,11.1,8.0,4.2,11.6,7.5,0.0,33.3,-73.2,3.7,3.8,2.0,2.0,0.0,0.0,8.7,1.1,-2.2,2.6,20.1
First Community Corp.,FCCO,0.400,0.360,0.320,0.280,0.240,0.220,,0.160,0.160,,0.160,0.240,0.320,0.270,0.230,0.200,0.200,0.190,0.120,0.000,0.000,0.000,4.070,11.1,12.5,14.3,16.7,9.1,37.5,0.0,0.0,-33.3,-25.0,18.5,17.4,15.0,0.0,5.3,58.3,n/a,n/a,n/a,9.8,21.2
First Defiance Financial Corp.,FDEF,0.640,0.500,0.440,0.388,0.313,0.200,0.000,0.100,0.025,0.000,0.000,0.233,0.520,0.500,0.480,0.440,0.400,0.300,0.260,0.240,0.220,0.200,6.398,28.0,13.6,13.5,24.0,56.3,100.0,300.0,n/a,-100.0,-55.3,4.0,4.2,9.1,10.0,33.3,15.4,8.3,9.1,10.0,26.9,79.3
First Farmers Financial Corp.,FFMR,0.915,0.670,0.630,0.585,0.490,0.395,0.000,0.348,0.325,0.000,0.300,0.288,0.278,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.223,36.6,6.3,7.7,19.4,24.1,13.7,6.9,8.3,4.3,3.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13.1,10.6
First Financial Bankshares Inc.,FFIN,0.820,0.740,0.680,0.600,0.540,0.510,,0.490,0.467,,0.453,0.453,0.440,0.413,0.387,0.357,0.325,0.295,0.260,0.226,0.202,0.176,8.833,10.8,8.8,13.3,11.1,5.9,4.1,5.0,2.9,0.0,3.0,6.5,6.9,8.4,9.7,10.2,13.5,15.2,11.9,14.5,8.5,4.3
