Name,Symbol,Sector,Industry,Yrs,Seq,DR,SP,Price,Yield,Dividend,Year,Annualized,Sch,Payout,Ex-Div,Pay,Inc.,1-yr,3-yr,5-yr,10-yr,A/D*,DEG,Notes,Payout,P/E,Month,EPS,PEG,P/Sales,P/Book,ROE,Growth,Growth,Growth,Growth,($Mil),Own.,Equity,Factor,Rule,Graham,2019,2020,2021,2022,2023,$,%,Beta,Low,High,MMA,MMA,OTC,Began,Survived,ROA
Bank of Botetourt,BORT,Financials,Banks,6,687,-,-,27.75,2.16,0.1500,4,0.60,B16,0.1400,2-8-18,2-16-18,7.14,7.1 ,14.5 ,71.9 ,n/a,n/a,n/a,,n/a,n/a,12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,74.0 ,n/a,0.62,0.64,0.66,0.68,0.70,3.28,11.8,n/a,n/a,n/a,n/a,n/a,OTC,2013,0,n/a
Bank of New York Mellon Corp.,BK,Financials,Capital Markets,8,519,N,N,52.32,2.14,0.2800,4,1.12,B11,0.2400,7-30-18,8-10-18,16.67,20.9 ,15.2 ,12.4 ,0.8 ,15.415 ,1.475,,29.09,13.59,12,3.85,1.44,8.09,1.38,11.20,-3.40,8.80,8.40,9.43,"52,030",n/a,0.74,0.9 ,14.5 ,(8.7),1.05,1.14,1.25,1.37,1.50,6.31,12.1,1.05 ,19.8,-10.8,6.5,0.6,,2011,0,1.2
Bank of South Carolina Corp.,BKSC,Financials,Banks,8,515,Y,Y,18.56,3.23,0.1500,4,0.60,A31,0.1364,7-6-18,7-31-18,9.97,15.8 ,10.9 ,8.2 ,2.2 ,3.654 ,1.023,Adj Stock dividend,50.42,15.60,12,1.19,n/a,5.69,2.36,13.10,6.00,n/a,8.00,n/a,101,9.9,0.00,(4.2),11.4 ,27.9 ,0.64,0.66,0.67,0.69,0.72,3.38,18.2,(0.06),10.8,-17.1,-0.8,-6.2,,2012,0,1.3
BankFinancial Corp.,BFIN,Financials,Thrifts & Mortgage Finance,5,829,-,-,15.00,2.67,0.1000,4,0.40,B25,0.0900,8-7-18,8-24-18,11.11,32.1 ,32.2 ,56.0 ,2.8 ,19.827 ,2.845,,35.71,13.39,12,1.12,1.68,4.07,1.36,6.50,59.80,7.18,19.70,8.00,250,13.4,0.00,45.3 ,58.7 ,(10.0),0.41,0.44,0.47,0.51,0.55,2.37,15.8,0.41 ,11.4,-19.4,0.8,-6.8,,2014,0,0.8
Banner Corp.,BANR,Financials,Banks,6,740,-,-,54.54,2.79,0.3800,4,1.52,A19,0.3500,10-9-18,10-19-18,8.57,35.7 ,22.7 ,27.2 ,7.4 ,3.660 ,n/a,,37.72,13.53,12,4.03,1.93,3.93,1.38,5.80,24.30,4.60,-0.10,7.00,"1,820",2.0,0.09,16.4 ,29.9 ,(8.9),1.46,1.53,1.64,1.75,1.87,8.26,15.1,0.82 ,12.5,-18.7,-2.4,-8.7,,2013,0,0.7
Barnes Group Inc.,B,Industrials,Machinery,8,503,Y,Y,59.08,1.08,0.1600,4,0.64,C09,0.1400,5-24-18,6-8-18,14.29,12.7 ,8.9 ,6.6 ,0.0 ,n/a,0.453,,20.51,18.94,12,3.12,1.89,2.00,2.52,5.50,15.20,8.28,14.60,10.00,"2,970",1.8,0.47,(11.2),7.7 ,45.6 ,0.68,0.74,0.81,0.89,0.98,4.11,7.0,1.47 ,20.4,-18.7,5.3,-3.1,,2011,0,2.9
Bassett Furniture Industries Inc.,BSET,Consumer Discretionary,Household Durables,8,522,-,-,19.07,2.62,0.1250,4,0.50,B25,0.1100,8-9-18,8-24-18,13.64,11.9 ,11.4 ,16.4 ,(6.0),n/a,1.188,,56.18,21.43,11,0.89,1.34,0.43,1.06,4.30,-47.50,45.59,13.80,16.00,198,3.9,0.00,(2.4),19.0 ,0.5 ,0.47,0.52,0.57,0.63,0.70,2.90,15.2,0.68 ,5.3,-45.4,-5.2,-18.9,,2011,0,2.9
BB&T Corp.,BBT,Financials,Banks,8,525,Y,Y,48.80,3.32,0.4050,4,1.62,C01,0.3750,8-9-18,9-4-18,8.00,20.2 ,13.0 ,10.5 ,(2.0),n/a,n/a,,41.43,12.48,12,3.91,3.14,4.62,1.40,10.20,-3.20,6.85,-0.10,3.97,"37,510",0.1,0.77,1.3 ,13.8 ,(11.9),1.53,1.63,1.70,1.77,1.84,8.47,17.4,1.12 ,20.0,-13.3,3.2,-3.2,,2011,0,1.2
Big Lots Inc.,BIG,Consumer Discretionary,Multiline Retail,5,802,-,-,31.54,3.80,0.3000,4,1.20,C06,0.2500,3-22-18,4-6-18,20.00,20.0 ,16.4 ,n/a,n/a,n/a,n/a,,32.88,8.64,1,3.65,n/a,0.24,2.13,24.00,32.60,0.27,8.50,-4.30,"1,260",0.5,1.05,n/a,n/a,(9.6),1.32,1.32,1.34,1.35,1.36,6.69,21.2,1.37 ,20.3,-49.4,-6.0,-22.2,,2014,0,8.4
BlackRock Inc.,BLK,Financials,Capital Markets,9,392,-,-,415.08,3.02,3.1300,4,12.52,C22,2.8800,9-6-18,9-24-18,8.68,20.2 ,11.3 ,12.3 ,14.4 ,0.854 ,1.131,,47.03,15.59,12,26.62,1.87,4.60,2.05,n/a,21.20,10.18,10.90,8.34,"65,250",1.4,0.16,(0.2),15.3 ,19.2 ,13.22,14.54,15.76,17.07,18.50,79.09,19.1,1.43 ,15.1,-28.3,3.9,-10.8,,2010,0,n/a
Boeing Company,BA,Industrials,Aerospace & Defense,8,570,Y,Y,385.62,2.13,2.0550,4,8.22,C02,1.7100,2-7-19,3-1-19,20.18,20.4 ,23.4 ,28.7 ,15.6 ,1.833 ,1.592,,53.41,25.06,12,15.39,1.08,2.26,n/a,n/a,53.80,21.03,18.00,23.14,"221,420",0.1,n/a,5.7 ,30.8 ,n/a,7.52,8.28,9.10,10.01,11.02,45.93,11.9,1.23 ,31.9,-2.2,15.2,10.8,,2012,0,9
Booz Allen Hamilton Holding Corp.,BAH,Information Technology,IT Services,7,583,-,-,49.13,1.55,0.1900,4,0.76,B28,0.1700,2-13-18,2-28-18,11.76,11.8 ,13.5 ,14.3 ,n/a,n/a,2.196,,32.34,20.91,3,2.35,1.31,1.07,10.82,58.80,19.50,10.02,6.50,15.96,"6,860",0.3,2.76,(5.1),15.8 ,217.1 ,0.84,0.92,1.01,1.11,1.22,5.10,10.4,1.14 ,39.5,-7.1,2.2,4.6,,2012,0,9.6
BorgWarner Inc.,BWA,Consumer Discretionary,Auto Components,6,685,Y,Y,40.90,1.66,0.1700,4,0.68,C15,0.1400,11-30-17,12-15-17,21.43,15.3 ,9.4 ,22.2 ,13.3 ,1.665 ,2.194,2018 = Year 6,17.66,10.62,12,3.85,1.57,0.80,2.09,14.20,22.00,5.16,10.10,6.77,"8,490",0.1,0.53,13.2 ,23.8 ,(0.7),0.75,0.79,0.84,0.90,0.96,4.23,10.3,1.79 ,26.0,-28.8,8.9,-5.7,,2014,0,5.6
Boston Private Financial Holdings Inc.,BPFH,Financials,Banks,6,688,N,N,11.60,4.14,0.1200,4,0.48,B16,0.1100,2-1-18,2-16-18,9.09,9.1 ,10.1 ,14.9 ,8.1 ,1.833 ,n/a,,126.32,30.53,12,0.38,3.01,3.41,1.35,3.10,-30.80,4.23,-0.30,10.18,965,2.1,0.14,(11.5),19.0 ,35.3 ,0.48,0.51,0.56,0.61,0.67,2.83,24.4,0.96 ,16.0,-35.0,0.8,-18.3,,2013,0,0.3
Brixmor Property Group,BRX,Real Estate,Equity Real Estate Investment Trusts (REITs),6,762,-,-,17.13,6.54,0.2800,4,1.12,A16,0.2750,1-3-19,1-15-19,1.82,5.8 ,6.9 ,n/a,n/a,n/a,n/a,,94.92,14.52,12,1.18,n/a,4.12,1.80,12.20,7.90,-23.88,28.80,-5.09,"5,180",0.4,1.78,n/a,n/a,7.8 ,1.19,1.20,1.21,1.22,1.24,6.05,35.3,0.69 ,24.7,-8.4,9.1,4.8,,2014,0,3.9
Broadcom Limited,AVGO,Information Technology,Semiconductors & Semiconductor Equipment,9,406,-,-,268.25,3.95,2.6500,4,10.60,C29,1.7500,12-18-18,12-28-18,51.43,64.2 ,68.9 ,55.1 ,n/a,n/a,1.392,"Singapore,US$",93.06,23.55,10,11.39,1.54,5.30,4.15,43.80,187.60,14.59,39.60,15.28,"110,520",0.2,0.66,35.5 ,59.1 ,108.4 ,8.69,9.56,10.51,11.57,12.72,53.05,19.8,0.74 ,35.9,-2.0,9.1,13.2,,2011,0,23.4
Brookfield Asset Management Inc.,BAM,Financials,Capital Markets,7,588,-,-,43.05,1.39,0.1500,4,0.60,C29,0.1400,2-27-18,3-29-18,7.14,7.1 ,8.2 ,9.0 ,7.4 ,1.208 ,n/a,"Canada,US$",23.44,16.82,12,2.56,0.97,0.79,1.82,10.50,-13.50,-1.77,-7.30,17.40,"42,330",12.9,4.88,(6.4),10.4 ,16.6 ,0.61,0.61,0.67,0.74,0.81,3.45,8.0,1.16 ,17.7,-4.4,4.5,3.7,,2012,0,1.2
Brookfield Property Partners LP,BPY,Real Estate,Real Estate Management & Development,6,702,-,-,18.20,6.92,0.3150,4,1.26,C29,0.2950,2-27-18,3-29-18,6.78,6.8 ,5.9 ,15.0 ,n/a,n/a,n/a,"Bermuda,US$",63.96,9.24,12,1.97,n/a,1.00,0.61,7.90,-78.50,-8.62,-41.00,n/a,"6,700",1.0,4.93,12.6 ,21.9 ,(50.0),1.27,1.29,1.32,1.36,1.40,6.65,36.5,0.87 ,21.7,-17.7,6.6,-4.5,,2013,0,0.7
Brookfield Renewable Partners LP,BEP,Utilities,Independent Power and Renewable Electricity Producers,9,355,-,-,28.84,6.80,0.4900,4,1.96,C29,0.4675,2-27-18,3-29-18,4.81,4.8 ,5.7 ,6.5 ,4.6 ,1.407 ,n/a,"Bermuda,US$",n/a,n/a,12,-0.26,n/a,1.80,1.50,n/a,n/a,n/a,-86.13,n/a,"5,160",n/a,n/a,n/a,13.3 ,n/a,2.02,2.08,2.14,2.21,2.27,10.72,37.2,n/a,17.7,-13.8,4.5,-2.8,,2010,0,n/a
Brunswick Corp.,BC,Consumer Discretionary,Leisure Products,6,753,Y,Y,50.32,1.67,0.2100,4,0.84,C15,0.1900,11-19-18,12-14-18,10.53,13.9 ,14.1 ,50.8 ,31.6 ,1.607 ,4.064,,32.94,19.73,12,2.55,1.32,0.92,2.82,6.50,-2.90,11.73,12.50,15.00,"4,390",0.9,0.79,32.7 ,52.5 ,57.3 ,0.79,0.87,0.95,1.05,1.15,4.81,9.6,1.69 ,20.0,-27.9,2.5,-15.6,,2014,0,2.7
Bryn Mawr Bank Corp.,BMTC,Financials,Banks,8,524,Y,Y,36.99,2.70,0.2500,4,1.00,C01,0.2200,7-31-18,9-1-18,13.64,9.3 ,6.4 ,6.4 ,5.7 ,1.119 ,0.967,,31.95,11.82,12,3.13,1.69,4.11,1.36,6.40,3.80,7.55,6.60,7.00,744,1.3,0.22,(2.7),9.1 ,(15.5),0.98,1.05,1.12,1.20,1.29,5.63,15.2,0.72 ,12.6,-26.5,0.9,-15.7,,2011,0,0.8
C&F Financial Corp.,CFFI,Financials,Banks,8,556,N,N,49.98,2.96,0.3700,4,1.48,A01,0.3600,12-13-18,1-1-19,2.78,4.5 ,4.8 ,3.5 ,1.1 ,3.286 ,n/a,,36.36,12.28,12,4.07,n/a,1.85,1.17,6.00,-25.80,n/a,-9.90,n/a,169,2.7,0.97,(5.8),6.5 ,(20.1),1.39,1.44,1.48,1.52,1.57,7.40,14.8,0.67 ,10.4,-25.9,-3.1,-13.1,,2012,0,0.6
Cabot Corp.,CBT,Materials,Chemicals,7,605,-,-,46.89,2.82,0.3300,4,1.32,C09,0.3150,5-24-18,6-8-18,4.76,4.8 ,14.0 ,10.3 ,6.1 ,1.678 ,n/a,,183.33,65.13,9,0.72,5.81,0.89,2.50,-9.40,-81.40,13.30,-21.00,11.17,"2,880",1.3,0.87,(52.0),13.1 ,169.0 ,1.32,1.45,1.59,1.75,1.93,8.05,17.2,1.44 ,18.5,-31.4,2.9,-17.3,,2012,0,-3.6
Calavo Growers Inc.,CVGW,Consumer Staples,Food Products,7,641,-,-,81.36,1.23,1.0000,1,1.00,Dec,0.9500,11-15-18,12-7-18,5.26,5.3 ,7.7 ,7.4 ,11.1 ,0.668 ,0.094,,51.81,42.16,10,1.93,2.94,1.30,5.40,12.10,-9.10,14.31,78.30,14.30,"1,420",5.4,0.06,(33.5),8.6 ,218.1 ,1.01,1.11,1.22,1.34,1.48,6.17,7.6,0.93 ,20.5,-24.7,-4.0,-13.0,,2013,0,8.7
Camden Property Trust,CPT,Real Estate,Equity Real Estate Investment Trusts (REITs),8,487,N,N,96.95,3.18,0.7700,4,3.08,A17,0.7500,3-29-18,4-17-18,2.67,2.0 ,3.3 ,4.5 ,0.9 ,4.900 ,1.263,,144.60,45.52,12,2.13,12.67,9.83,2.77,6.00,-55.80,10.02,3.60,3.60,9240.00,0.7,0.68,(37.8),7.7 ,136.7 ,3.09,3.40,3.52,3.65,3.78,17.44,18.0,0.56 ,24.0,0.1,6.6,6.8,,2011,0,3.3
Capital City Bank Group,CCBG,Financials,Banks,5,833,-,-,24.00,1.50,0.0900,4,0.36,B30,0.0700,8-30-18,9-17-18,28.57,33.3 ,35.0 ,n/a,(8.1),n/a,n/a,,28.13,18.75,12,1.28,3.13,4.23,1.37,6.10,27.50,32.79,168.70,6.00,404,15.0,0.18,n/a,n/a,6.8 ,0.35,0.39,0.41,0.44,0.46,2.05,8.5,0.85 ,20.5,-11.0,-1.5,-0.5,,2014,0,0.6
CareTrust REIT Inc.,CTRE,Real Estate,Equity Real Estate Investment Trusts (REITs),5,804,-,-,21.98,3.73,0.205,4,0.82,C30,0.185,3-28-18,4-13-18,10.81,8.1 ,7.7 ,n/a,n/a,n/a,n/a,,143.86,38.56,12,0.57,1.27,11.80,2.49,7.00,-32.30,5.50,135.000 ,30.300 ,1810,0.1,0.67,n/a,n/a,106.6 ,0.81,0.85,0.94,1.03,1.13,4.76,21.7,0.92,72.66,-1.04,11.63,25.19,,2014,0,3.6
Carolina Financial Corp,CARO,Financials,Banks,7,672,-,-,34.62,0.92,0.0800,4,0.32,A4,0.0700,3-14-19,4-5-19,14.29,35.3 ,24.2 ,55.9 ,n/a,n/a,n/a,,17.11,18.51,12,1.87,n/a,5.03,1.39,6.50,22.40,5.91,-1.00,n/a,756,0.4,0.08,38.3 ,56.8 ,6.9 ,0.25,0.27,0.28,0.28,0.29,1.37,4.0,0.99 ,25.3,-24.1,7.5,-9.1,,2013,0,0.9
Carter's Inc.,CRI,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",6,699,-,-,82.90,2.17,0.4500,4,1.80,C23,0.3700,3-9-18,3-23-18,21.62,21.6 ,26.9 ,30.3 ,n/a,n/a,2.017,,34.62,15.94,12,5.20,1.92,1.10,4.70,34.20,6.40,8.86,15.00,8.30,"3,750",1.1,0.98,16.5 ,32.4 ,82.5 ,1.92,2.08,2.26,2.45,2.65,11.35,13.7,0.61 ,9.6,-33.2,-1.4,-16.5,,2013,0,13.7
Cathay General Bancorp,CATY,Financials,Banks,6,750,Y,Y,37.12,3.34,0.3100,4,1.24,C11,0.2400,11-30-18,12-13-18,29.17,18.4 ,22.5 ,66.7 ,9.4 ,7.107 ,4.799,,34.35,10.28,12,3.61,1.29,4.35,1.43,10.40,12.40,4.35,13.90,8.00,"2,990",0.8,0.10,59.8 ,70.0 ,(19.2),1.13,1.18,1.28,1.38,1.49,6.46,17.4,1.30 ,16.2,-17.5,2.3,-7.3,,2014,0,1.3
CBOE Holdings Inc.,CBOE,Financials,Capital Markets,9,387,-,-,93.27,1.33,0.3100,4,1.24,C15,0.2700,8-30-18,9-14-18,14.81,11.5 ,9.6 ,11.9 ,n/a,n/a,0.672,,n/a,n/a,12,n/a,n/a,n/a,n/a,n/a,41.80,4.10,17.76,14.79,n/a,n/a,n/a,n/a,13.3 ,n/a,1.28,1.33,1.46,1.61,1.77,7.44,8.0,n/a,6.2,-31.9,-6.5,-8.9,,2010,0,n/a
CDK Global Inc,CDK,Information Technology,Software,5,780,-,-,48.91,1.23,0.1500,4,0.60,C30,0.1400,11-30-17,12-28-17,7.14,5.3 ,6.6 ,n/a,n/a,n/a,n/a,,21.82,17.79,6,2.75,1.78,2.80,n/a,-139.10,32.80,14.44,16.40,10.00,"6,340",0.4,n/a,n/a,n/a,n/a,0.66,0.73,0.80,0.88,0.97,4.03,8.2,0.75 ,11.1,-32.6,-0.2,-17.2,,2014,0,13.6
CDW Corp.,CDW,Information Technology,"Electronic Equipment, Instruments & Components",6,748,-,-,83.27,1.42,0.2950,4,1.18,C11,0.2100,11-23-18,12-10-18,40.48,34.1 ,44.0 ,85.2 ,n/a,n/a,2.661,,30.18,21.30,12,3.91,1.25,0.79,10.83,64.50,10.50,9.34,32.00,17.00,"12,570",0.8,2.77,65.3 ,86.6 ,220.2 ,1.02,1.11,1.22,1.35,1.48,6.18,7.4,1.07 ,24.5,-13.9,-1.5,-0.5,,2014,0,9.5
Cedar Fair LP,FUN,Consumer Discretionary,"Hotels, Restaurants & Leisure",8,551,N,N,55.30,6.69,0.9250,4,3.70,C15,0.8900,12-3-18,12-17-18,3.93,4.1 ,5.3 ,6.9 ,6.5 ,1.062 ,0.758,,139.10,20.79,12,2.66,3.47,2.37,33.93,n/a,-10.20,14.38,9.10,6.00,"3,140",1.6,18.13,(7.2),13.6 ,459.9 ,3.63,3.99,4.23,4.49,4.76,21.10,38.2,0.63 ,20.9,-21.9,5.8,-2.7,,2012,0,10
Celanese Corp.,CE,Materials,Chemicals,9,367,-,-,95.76,2.26,0.5400,4,2.16,B10,0.4600,4-27-18,5-10-18,17.39,19.5 ,21.8 ,31.7 ,29.2 ,1.084 ,1.332,,21.01,9.32,12,10.28,0.57,1.82,3.64,40.20,10.50,-0.52,23.80,16.44,"12,880",0.1,0.97,24.6 ,34.0 ,22.8 ,2.29,2.31,2.54,2.80,3.08,13.01,13.6,1.35 ,15.5,-19.7,1.8,-10.2,,2010,0,13.5
Central Pacific Financial Corp.,CPF,Financials,Banks,6,724,-,-,28.63,2.93,0.2100,4,0.84,C15,0.1900,5-30-18,6-15-18,10.53,17.1 ,17.9 ,38.7 ,1.6 ,24.238 ,5.445,,45.65,15.56,12,1.84,1.95,4.31,1.75,9.90,5.50,3.47,7.10,8.00,833,0.5,0.19,26.0 ,41.6 ,10.0 ,0.87,0.90,0.97,1.04,1.13,4.90,17.1,0.94 ,23.3,-9.4,9.4,2.8,,2013,0,0.8
Cheesecake Factory Inc.,CAKE,Consumer Discretionary,"Hotels, Restaurants & Leisure",7,620,-,-,44.88,2.94,0.3300,4,1.32,B29,0.2900,8-14-18,8-28-18,13.79,17.0 ,19.3 ,19.0 ,n/a,n/a,2.833,,60.27,20.49,12,2.19,2.14,0.87,3.32,23.10,-12.60,9.01,6.70,9.55,"2,030",7.3,0.03,1.4 ,21.9 ,73.9 ,1.25,1.37,1.50,1.64,1.79,7.55,16.8,0.36 ,7.8,-25.4,-1.6,-12.3,,2012,0,10.7
Chemical Financial Corp.,CHFC,Financials,Banks,7,625,N,N,44.46,3.06,0.3400,4,1.36,C15,0.2800,9-6-18,9-21-18,21.43,12.7 ,7.4 ,7.3 ,0.5 ,14.772 ,0.896,,36.66,11.98,12,3.71,1.33,4.32,1.14,8.10,25.90,6.68,8.20,9.00,"3,170",0.8,0.01,(1.6),10.4 ,(22.1),1.36,1.46,1.59,1.73,1.88,8.02,18.0,1.37 ,28.4,-25.4,5.7,-14.0,,2012,0,1.1
Chico's FAS Inc.,CHS,Consumer Discretionary,Specialty Retail,9,364,-,-,5.80,5.86,0.0850,4,0.34,A02,0.0825,3-16-18,4-2-18,3.03,3.0 ,3.4 ,7.2 ,n/a,n/a,n/a,,66.67,11.37,1,0.51,1.13,0.33,1.09,12.10,2.30,-19.22,-8.10,10.00,716,1.2,0.09,1.7 ,13.1 ,(25.8),0.35,0.35,0.39,0.43,0.47,1.98,34.1,0.46 ,31.2,-46.8,-4.5,-28.7,,2010,0,7.3
Children's Place Inc. (The),PLCE,Consumer Discretionary,Specialty Retail,5,805,-,-,96.76,2.07,0.5000,4,2.00,A27,0.4000,4-13-18,4-27-18,25.00,42.9 ,50.9 ,n/a,n/a,n/a,n/a,,26.08,12.62,1,7.67,0.82,0.80,4.62,21.30,39.30,18.63,23.60,15.40,"1,580",1.5,0.19,n/a,n/a,60.9 ,2.20,2.42,2.66,2.93,3.22,13.43,13.9,0.63 ,14.6,-39.6,-5.0,-21.6,,2014,0,9.2
Churchill Downs Inc.,CHDN,Consumer Discretionary,"Hotels, Restaurants & Leisure",8,557,-,-,91.98,0.59,0.5433,1,0.54,Jan,0.5067,12-6-18,1-4-19,7.24,7.2 ,12.3 ,13.4 ,12.5 ,1.067 ,3.345,Adj Split,4.76,8.06,12,11.41,0.67,1.30,2.43,n/a,-29.70,1.51,4.00,12.00,"1,260",2.5,1.72,5.9 ,14.0 ,(6.7),0.55,0.56,0.61,0.67,0.74,3.13,3.4,1.19 ,23.3,-12.3,6.5,-0.3,,2012,0,n/a
Cisco Systems Inc.,CSCO,Information Technology,Communications Equipment,8,490,Y,Y,47.29,2.79,0.3300,4,1.32,A25,0.2900,4-4-18,4-25-18,13.79,13.3 ,16.0 ,14.5 ,n/a,n/a,4.838,,54.10,19.38,7,2.44,2.17,4.29,4.92,2.70,13.10,9.08,3.00,8.93,"215,880",0.1,0.58,(2.1),17.3 ,105.9 ,1.41,1.54,1.67,1.82,1.99,8.42,17.8,1.15 ,26.6,-4.4,5.3,5.3,,2011,0,1.1
Citizens Community Bancorp Inc.,CZWI,Financials,Thrifts & Mortgage Finance,6,690,-,-,11.75,1.70,0.2000,1,0.20,C08,0.1600,2-8-18,3-8-18,25.00,25.0 ,35.7 ,58.5 ,0.0 ,n/a,2.303,,28.57,16.79,9,0.70,n/a,3.37,0.53,4.80,35.60,10.33,25.40,n/a,131,2.3,0.18,43.4 ,60.2 ,(37.1),0.22,0.24,0.25,0.26,0.26,1.23,10.5,0.36 ,11.9,-17.5,2.5,-11.2,,2013,0,0.4
Citizens Financial Group Inc.,CFG,Financials,Banks,6,773,-,-,33.92,3.77,0.3200,4,1.28,B15,0.2700,1-30-19,2-14-19,18.52,53.1 ,34.8 ,n/a,n/a,n/a,n/a,,36.99,9.80,12,3.46,0.58,2.80,0.82,9.10,31.90,8.10,17.70,16.96,"16,140",0.1,0.79,n/a,n/a,(40.2),1.08,1.17,1.28,1.41,1.55,6.49,19.1,1.46 ,22.8,-27.9,2.7,-11.5,,2014,0,1.2
City Holding Co.,CHCO,Financials,Banks,7,632,N,N,71.68,2.96,0.5300,4,2.12,A31,0.4600,10-12-18,10-31-18,15.22,9.1 ,4.8 ,5.5 ,3.7 ,1.498 ,0.642,,43.27,14.63,12,4.90,1.83,7.42,2.17,13.00,14.10,5.84,8.60,8.00,"1,160",1.4,0.03,(6.2),8.5 ,18.8 ,2.10,2.22,2.40,2.59,2.80,12.12,16.9,0.69 ,11.4,-13.9,0.1,-4.9,,2012,0,1.5
Civista Bancshares Inc.,CIVB,Financials,Banks,8,516,-,-,18.73,1.92,0.0900,4,0.36,B01,0.0700,7-23-18,8-1-18,28.57,28.0 ,17.0 ,16.4 ,(9.9),n/a,0.889,,40.91,21.28,12,0.88,2.65,4.42,0.78,4.80,-15.60,10.42,18.40,8.00,291,0.6,0.11,(3.0),18.3 ,(14.1),0.32,0.36,0.38,0.41,0.45,1.93,10.3,0.92 ,20.5,-27.6,-0.6,-17.3,,2011,0,0.6
Clearway Energy Inc.,CWEN,Utilities,Independent Power and Renewable Electricity Producers,6,754,-,-,15.09,8.77,0.3310,4,1.32,C15,0.3200,11-30-18,12-17-18,3.44,14.6 ,15.3 ,61.4 ,n/a,n/a,n/a,,945.71,107.79,12,0.14,n/a,1.05,0.84,n/a,n/a,n/a,n/a,n/a,"1,100",0.5,n/a,(37.7),70.1 ,100.6 ,1.30,1.33,1.37,1.42,1.46,6.88,45.6,n/a,12.3,-27.3,-10.7,-17.1,,2013,0,n/a
CME Group Inc.,CME,Financials,Capital Markets,8,465,-,-,182.28,1.54,0.7000,4,2.80,C26,0.6600,3-8-18,3-26-18,6.06,6.1 ,11.9 ,9.2 ,11.8 ,0.785 ,0.943,,49.82,32.43,12,5.62,1.73,16.45,2.66,19.70,-5.00,8.59,9.80,18.79,"65,350",1.1,0.15,(21.7),10.8 ,95.8 ,2.83,3.07,3.38,3.72,4.09,17.08,9.4,0.36 ,23.2,-6.6,-1.5,5.8,,2011,0,6.3
CNO Financial Group Inc.,CNO,Financials,Insurance,7,609,-,-,17.88,2.24,0.1000,4,0.40,C23,0.0900,6-8-18,6-25-18,11.11,11.4 ,13.0 ,28.8 ,n/a,n/a,1.477,,n/a,n/a,12,-1.51,n/a,0.64,0.81,-9.40,0.70,8.27,19.50,10.00,"2,940",0.3,1.10,n/a,31.0 ,n/a,0.39,0.43,0.47,0.51,0.57,2.37,13.2,1.34 ,31.1,-28.8,7.2,-8.5,,2012,0,-1.3
Codorus Valley Bancorp Inc.,CVLY,Financials,Banks,9,425,N,N,22.10,2.90,0.1600,4,0.64,B13,0.1550,1-18-19,2-12-19,3.23,20.6 ,12.1 ,11.5 ,5.1 ,2.260 ,11.459,,31.37,10.83,12,2.04,n/a,2.42,1.28,8.90,11.40,n/a,1.00,n/a,195,3.4,0.06,3.5 ,14.4 ,(21.5),0.65,0.67,0.69,0.71,0.73,3.45,15.6,0.74 ,9.0,-30.6,-3.3,-18.8,,2011,0,0.9
Cogent Communications Holdings Inc.,CCOI,Communication Services,Diversified Telecommunication Services,7,636,-,-,48.45,4.62,0.5600,4,2.24,C26,0.5400,11-15-18,11-30-18,3.70,17.8 ,13.2 ,22.8 ,n/a,n/a,0.524,,379.66,82.12,12,0.59,n/a,4.35,n/a,-13.90,14.50,40.03,43.50,n/a,"2,230",0.7,n/a,(54.7),27.4 ,n/a,2.33,2.57,2.64,2.72,2.80,13.06,27.0,0.63 ,35.5,-16.0,2.5,-4.8,,2012,0,2.1
Cohen & Steers Inc.,CNS,Financials,Capital Markets,9,352,-,-,37.63,3.51,0.3300,4,1.32,C22,0.2800,3-7-18,3-22-18,17.86,12.5 ,8.0 ,9.5 ,5.2 ,1.834 ,2.797,,55.00,15.68,12,2.40,3.05,4.59,5.44,34.70,-12.40,8.93,3.40,5.15,"1,750",26.7,0.00,(2.7),13.0 ,94.7 ,1.27,1.39,1.46,1.53,1.61,7.26,19.3,1.02 ,14.2,-9.4,5.4,0.8,,2010,0,23.2
Columbia Banking System Inc.,COLB,Financials,Banks,9,429,-,-,36.75,3.05,0.2800,4,1.12,B23,0.2600,2-5-19,2-20-19,7.69,13.6 ,12.6 ,19.5 ,5.6 ,3.487 ,1.613,,51.85,17.01,12,2.16,1.89,5.67,1.34,7.00,14.20,4.99,12.10,9.00,"2,700",0.1,0.02,5.6 ,22.6 ,0.7 ,1.10,1.15,1.26,1.37,1.50,6.38,17.4,1.00 ,17.7,-18.4,-2.0,-8.2,,2011,0,1.1
Comfort Systems USA Inc.,FIX,Industrials,Construction & Engineering,6,743,-,-,47.97,0.75,0.0900,4,0.36,B25,0.0850,11-8-18,11-20-18,5.88,11.9 ,9.7 ,9.5 ,6.2 ,1.514 ,0.337,,15.79,21.04,12,2.28,2.10,0.87,3.63,21.20,-29.20,11.93,28.10,10.00,"1,790",1.4,0.20,(10.8),10.2 ,84.2 ,0.33,0.37,0.40,0.44,0.49,2.03,4.2,1.29 ,21.8,-19.8,1.1,-3.9,,2013,0,10.1
